HLE: ! path: /dev_hdd0/game/
LDR: E PSFLoader::Load() failed: unknown magic (0x0)
G: W rfile_t::open('D:/Emulateurs/Rpcs3/dev_hdd0/game/NPEB00548/PS3_GAME/USRDIR/BOOT.BIN', 0x1) failed: error 0x3
LDR: ! Loading 'D:/Emulateurs/Rpcs3/dev_hdd0/game/NPEB00548/USRDIR/BOOT.BIN'...
LDR: !  
LDR: ! Mount info:
LDR: ! /dev_usb000/ -> D:/Emulateurs/Rpcs3/dev_usb000/
LDR: ! /dev_flash/ -> D:/Emulateurs/Rpcs3/dev_flash/
LDR: ! /host_root/ -> 
LDR: ! /dev_hdd0/ -> D:/Emulateurs/Rpcs3/dev_hdd0/
LDR: ! /dev_hdd1/ -> D:/Emulateurs/Rpcs3/dev_hdd1/
LDR: ! /dev_bdvd/ -> D:/Emulateurs/Rpcs3/dev_hdd0/game/NPEB00548/../
LDR: ! /dev_usb/ -> D:/Emulateurs/Rpcs3/dev_usb000/
LDR: !  
LDR: ! Title: Dante's Inferno™ HDD EN/FR/ES
LDR: ! Serial: NPEB00548
G: W rfile_t::open('D:/Emulateurs/Rpcs3/dev_hdd0/game/NPEB00548/dev_bdvd.path', 0x1) failed: error 0x2
LDR: !  
LDR: ! loader::init() failed: Broken file
MEM: ! Initializing memory: g_base_addr = 0x7ec0c20000, g_priv_addr = 0x7fc0c20000
MEM: ! Memory initialized.
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x208046d4, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x208046d0, mutex_id=0x12c, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20804714, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20804710, mutex_id=0x12e, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20804754, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20804750, mutex_id=0x130, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20804794, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20804790, mutex_id=0x132, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x208047d4, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x208047d0, mutex_id=0x134, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20804814, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20804810, mutex_id=0x136, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20804854, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20804850, mutex_id=0x138, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20804894, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20804890, mutex_id=0x13a, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x208048d4, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x208048d0, mutex_id=0x13c, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20804914, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20804910, mutex_id=0x13e, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20804954, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20804950, mutex_id=0x140, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20804994, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20804990, mutex_id=0x142, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x208049d4, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x208049d0, mutex_id=0x144, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20804a14, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20804a10, mutex_id=0x146, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20804a54, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20804a50, mutex_id=0x148, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20804a94, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20804a90, mutex_id=0x14a, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20804ad4, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20804ad0, mutex_id=0x14c, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20804b14, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20804b10, mutex_id=0x14e, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20804b54, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20804b50, mutex_id=0x150, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20804b94, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20804b90, mutex_id=0x152, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20804bd4, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20804bd0, mutex_id=0x154, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20804c14, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20804c10, mutex_id=0x156, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20804c54, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20804c50, mutex_id=0x158, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20804c94, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20804c90, mutex_id=0x15a, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20804cd4, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20804cd0, mutex_id=0x15c, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20804d14, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20804d10, mutex_id=0x15e, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20804d54, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20804d50, mutex_id=0x160, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20804d94, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20804d90, mutex_id=0x162, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20804dd4, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20804dd0, mutex_id=0x164, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20804e14, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20804e10, mutex_id=0x166, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20804e54, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20804e50, mutex_id=0x168, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20804e94, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20804e90, mutex_id=0x16a, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20804ed4, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20804ed0, mutex_id=0x16c, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20804f14, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20804f10, mutex_id=0x16e, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20804f54, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20804f50, mutex_id=0x170, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20804f94, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20804f90, mutex_id=0x172, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20804fd4, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20804fd0, mutex_id=0x174, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805014, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805010, mutex_id=0x176, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805054, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805050, mutex_id=0x178, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805094, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805090, mutex_id=0x17a, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x208050d4, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x208050d0, mutex_id=0x17c, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805114, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805110, mutex_id=0x17e, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805154, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805150, mutex_id=0x180, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805194, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805190, mutex_id=0x182, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x208051d4, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x208051d0, mutex_id=0x184, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805214, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805210, mutex_id=0x186, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805254, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805250, mutex_id=0x188, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805294, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805290, mutex_id=0x18a, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x208052d4, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x208052d0, mutex_id=0x18c, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805314, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805310, mutex_id=0x18e, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805354, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805350, mutex_id=0x190, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805394, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805390, mutex_id=0x192, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x208053d4, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x208053d0, mutex_id=0x194, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805414, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805410, mutex_id=0x196, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805454, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805450, mutex_id=0x198, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805494, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805490, mutex_id=0x19a, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x208054d4, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x208054d0, mutex_id=0x19c, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805514, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805510, mutex_id=0x19e, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805554, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805550, mutex_id=0x1a0, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805594, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805590, mutex_id=0x1a2, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x208055d4, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x208055d0, mutex_id=0x1a4, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805614, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805610, mutex_id=0x1a6, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805654, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805650, mutex_id=0x1a8, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805694, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805690, mutex_id=0x1aa, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x208056d4, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x208056d0, mutex_id=0x1ac, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805714, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805710, mutex_id=0x1ae, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805754, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805750, mutex_id=0x1b0, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805794, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805790, mutex_id=0x1b2, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x208057d4, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x208057d0, mutex_id=0x1b4, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805814, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805810, mutex_id=0x1b6, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805854, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805850, mutex_id=0x1b8, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805894, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805890, mutex_id=0x1ba, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x208058d4, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x208058d0, mutex_id=0x1bc, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805914, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805910, mutex_id=0x1be, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805954, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805950, mutex_id=0x1c0, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805994, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805990, mutex_id=0x1c2, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x208059d4, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x208059d0, mutex_id=0x1c4, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805a14, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805a10, mutex_id=0x1c6, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805a54, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805a50, mutex_id=0x1c8, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805a94, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805a90, mutex_id=0x1ca, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805ad4, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805ad0, mutex_id=0x1cc, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805b14, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805b10, mutex_id=0x1ce, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805b54, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805b50, mutex_id=0x1d0, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805b94, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805b90, mutex_id=0x1d2, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805bd4, attr=*0xd003ec78)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862834]} sys_cond: sys_cond_create(cond_id=*0x20805bd0, mutex_id=0x1d4, attr=*0xd003ec60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00862760]} sys_mutex: sys_mutex_create(mutex_id=*0x20805c14, attr=*0xd003ec78)
