HLE: ! path: /dev_hdd0/game/
LDR: E PSFLoader::Load() failed: unknown magic (0x0)
LDR: ! Loading 'D:/Emulateurs/Rpcs3/dev_hdd0/game/BLES00978-[Dragon Ball Raging Blast 2]/PS3_GAME/USRDIR/BOOT.BIN'...
G: W fs::file::open('D:/Emulateurs/Rpcs3/dev_hdd0/game/BLES00978-[Dragon Ball Raging Blast 2]/PS3_GAME/dev_bdvd.path', 0x1) failed: error 0x2
LDR: !  
LDR: ! Mount info:
LDR: ! /dev_usb000/ -> D:/Emulateurs/Rpcs3/dev_usb000/
LDR: ! /dev_flash/ -> D:/Emulateurs/Rpcs3/dev_flash/
LDR: ! /host_root/ -> 
LDR: ! /dev_hdd0/ -> D:/Emulateurs/Rpcs3/dev_hdd0/
LDR: ! /dev_hdd1/ -> D:/Emulateurs/Rpcs3/dev_hdd1/
LDR: ! /dev_bdvd/ -> D:/Emulateurs/Rpcs3/dev_hdd0/game/BLES00978-[Dragon Ball Raging Blast 2]/
LDR: ! Imported function 'sys_time_get_system_time' in 'sysPrxForUser' module (0x5eba00)
LDR: ! Imported function '_sys_heap_free' in 'sysPrxForUser' module (0x5eba20)
LDR: ! Imported function '_sys_process_at_Exitspawn' in 'sysPrxForUser' module (0x5eba40)
LDR: ! Imported function 'sys_prx_exitspawn_with_level' in 'sysPrxForUser' module (0x5eba60)
LDR: ! Imported function 'sys_ppu_thread_once' in 'sysPrxForUser' module (0x5eba80)
LDR: ! Imported function 'sys_lwmutex_trylock' in 'sysPrxForUser' module (0x5ebaa0)
LDR: ! Imported function '_sys_heap_delete_heap' in 'sysPrxForUser' module (0x5ebac0)
LDR: ! Imported function 'sys_ppu_thread_exit' in 'sysPrxForUser' module (0x5ebae0)
LDR: ! Imported function '_sys_heap_create_heap' in 'sysPrxForUser' module (0x5ebb00)
LDR: ! Imported function 'sys_lwmutex_destroy' in 'sysPrxForUser' module (0x5ebb20)
LDR: ! Imported function '_sys_spu_printf_finalize' in 'sysPrxForUser' module (0x5ebb40)
LDR: ! Imported function 'sys_spu_image_close' in 'sysPrxForUser' module (0x5ebb60)
LDR: ! Imported function 'sys_process_exit' in 'sysPrxForUser' module (0x5ebb80)
LDR: ! Imported function 'sys_spu_image_import' in 'sysPrxForUser' module (0x5ebba0)
HLE: ! sysPrxForUser: Thread Local Storage initialized (g_tls_start=0x836000, user_size=0x150)
*** TLS segment addr: 0x006f4eb8
*** TLS segment size: 0x00000004
LDR: E 'BreakPoints.dat' is broken (version=0xde90, break_count=0x0, marked_count=0x93173968, length=0x6)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb920]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x8241c8, attr=*0x62f738)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d156c]} sys_memory: sys_memory_get_user_memory_size(mem_info_addr=0xd00ffc04)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb920]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x823fd0, attr=*0x62f738)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb920]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x823320, attr=*0x62f738)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb920]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x823348, attr=*0x62f738)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb920]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x823370, attr=*0x62f738)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb920]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x823258, attr=*0x62f738)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb920]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x823280, attr=*0x62f738)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb920]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x8232a8, attr=*0x62f738)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb920]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x8232d0, attr=*0x62f738)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb920]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x8232f8, attr=*0x62f738)
HLE: W {PPU[0x1] Thread (main_thread)[0x005448cc]} sys_memory: sys_memory_get_user_memory_size(mem_info_addr=0xd00ffbb0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb920]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x787068, attr=*0xd00ffa70)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb920]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x787110, attr=*0xd00ffa70)
HLE: W {PPU[0x1] Thread (main_thread)[0x005e9920]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_LANG
HLE: W {PPU[0x1] Thread (main_thread)[0x005e98a0]} cellSysutil: cellSysutilEnableBgmPlayback()
HLE: W {PPU[0x1] Thread (main_thread)[0x005ea5e0]} cellSysmodule: cellSysmoduleLoadModule(id=0x003e: CELL_SYSMODULE_SYSUTIL_GAME)
HLE: W {PPU[0x1] Thread (main_thread)[0x005ea680]} cellGame: cellGameBootCheck(type=*0xd00ff9b4, attributes=*0xd00ff9b0, size=*0xd00ff9c0, dirName=*0x2dc0002c)
HLE: W {PPU[0x1] Thread (main_thread)[0x005ea620]} cellGame: cellGameContentPermit(contentInfoPath=*0x2dc000ad, usrdirPath=*0x2dc0012e)
HLE: W {PPU[0x1] Thread (main_thread)[0x005ea620]} cellGame: cellGameContentPermit(): path_set=1, contentInfo='/dev_bdvd/PS3_GAME', usrdir='/dev_bdvd/PS3_GAME/USRDIR'
HLE: W {PPU[0x1] Thread (main_thread)[0x005ea5c0]} cellSysmodule: cellSysmoduleUnloadModule(id=0x003e: CELL_SYSMODULE_SYSUTIL_GAME)
HLE: W {PPU[0x1] Thread (main_thread)[0x005e9920]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_ENTER_BUTTON_ASSIGN
HLE: W {PPU[0x1] Thread (main_thread)[0x005ea800]} sys_io: cellPadInit(max_connect=7)
HLE: W {PPU[0x1] Thread (main_thread)[0x005ea8a0]} sys_io: cellMouseInit(max_connect=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x005e9a40]} cellSysutil: cellSysutilRegisterCallback(slot=0, func_addr=0x6d3000, userdata=0x0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005ea5e0]} cellSysmodule: cellSysmoduleLoadModule(id=0x0017: CELL_SYSMODULE_IO)
HLE: W {PPU[0x1] Thread (main_thread)[0x005ea5e0]} cellSysmodule: cellSysmoduleLoadModule(id=0x000e: CELL_SYSMODULE_FS)
HLE: W {PPU[0x1] Thread (main_thread)[0x005ea5e0]} cellSysmodule: cellSysmoduleLoadModule(id=0x0010: CELL_SYSMODULE_GCM_SYS)
HLE: W {PPU[0x1] Thread (main_thread)[0x005ea5e0]} cellSysmodule: cellSysmoduleLoadModule(id=0x0011: CELL_SYSMODULE_AUDIO)
HLE: W {PPU[0x1] Thread (main_thread)[0x005ea5e0]} cellSysmodule: cellSysmoduleLoadModule(id=0x0043: CELL_SYSMODULE_FIBER)
HLE: W {PPU[0x1] Thread (main_thread)[0x005ea5e0]} cellSysmodule: cellSysmoduleLoadModule(id=0x001e: CELL_SYSMODULE_L10N)
HLE: W {PPU[0x1] Thread (main_thread)[0x005ea5e0]} cellSysmodule: cellSysmoduleLoadModule(id=0x0009: CELL_SYSMODULE_RTC)
HLE: W {PPU[0x1] Thread (main_thread)[0x005ea5e0]} cellSysmodule: cellSysmoduleLoadModule(id=0x0024: CELL_SYSMODULE_VDEC_MPEG2)
HLE: W {PPU[0x1] Thread (main_thread)[0x005ea5e0]} cellSysmodule: cellSysmoduleLoadModule(id=0x0038: CELL_SYSMODULE_SYSUTIL_NP2)
HLE: W {PPU[0x1] Thread (main_thread)[0x005ea5e0]} cellSysmodule: cellSysmoduleLoadModule(id=0x0000: CELL_SYSMODULE_NET)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb920]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x823018, attr=*0xd00ff6f0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005ae308]} sys_mutex: sys_mutex_create(mutex_id=*0x822408, attr=*0xd00ff748)
HLE: W {PPU[0x1] Thread (main_thread)[0x005ae33c]} sys_cond: sys_cond_create(cond_id=*0x82240c, mutex_id=0x10, attr=*0xd00ff730)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb920]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x822418, attr=*0xd00ff6a0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb8e0]} sysPrxForUser: sys_ppu_thread_create(thread_id=*0x822400, entry=0x6dfe60, arg=0x8223f8, prio=800, stacksize=0x2000, flags=0x1, threadname=*0x66e710)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb8e0]} sys_ppu_thread: _sys_ppu_thread_create(thread_id=*0x822400, param=*0xd00ff6b8, arg=0x8223f8, unk=0x0, prio=800, stacksize=0x2000, flags=0x1, threadname=*0x66e710)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb8e0]} sys_ppu_thread: sys_ppu_thread_start(thread_id=0x13)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb920]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x82e588, attr=*0xd00ff780)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb920]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x815050, attr=*0xd00ff700)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb920]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x823050, attr=*0xd00ff700)
HLE: W {PPU[0x1] Thread (main_thread)[0x005ae308]} sys_mutex: sys_mutex_create(mutex_id=*0x8223a0, attr=*0xd00ff658)
HLE: W {PPU[0x1] Thread (main_thread)[0x005ae33c]} sys_cond: sys_cond_create(cond_id=*0x8223a4, mutex_id=0x17, attr=*0xd00ff640)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb920]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x8223b0, attr=*0xd00ff5b0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb8e0]} sysPrxForUser: sys_ppu_thread_create(thread_id=*0x822398, entry=0x6dfe60, arg=0x822390, prio=800, stacksize=0x2000, flags=0x1, threadname=*0x66e710)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb8e0]} sys_ppu_thread: _sys_ppu_thread_create(thread_id=*0x822398, param=*0xd00ff5c8, arg=0x822390, unk=0x0, prio=800, stacksize=0x2000, flags=0x1, threadname=*0x66e710)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb8e0]} sys_ppu_thread: sys_ppu_thread_start(thread_id=0x1a)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb920]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x835b90, attr=*0xd00ff710)
HLE: W {PPU[0x1] Thread (main_thread)[0x005ea580]} cellFs: cellFsOpen(path=*0x822580, flags=0, fd=*0xd00ff680, arg=*0x0, size=0x0) -> sys_fs_open()
HLE: W {PPU[0x1] Thread (main_thread)[0x005ea580]} sys_fs: sys_fs_open(path=*0x822580, flags=0, fd=*0xd00ff680, mode=0, arg=*0x0, size=0x0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005ea580]} sys_fs: *** path = '/dev_bdvd/PS3_GAME/USRDIR/data/PS3/st_pack_ps3.dir'
HLE: W {PPU[0x1] Thread (main_thread)[0x005ea580]} cellFs: cellFsOpen(path=*0x822580, flags=0, fd=*0xd00ff6d0, arg=*0x0, size=0x0) -> sys_fs_open()
HLE: W {PPU[0x1] Thread (main_thread)[0x005ea580]} sys_fs: sys_fs_open(path=*0x822580, flags=0, fd=*0xd00ff6d0, mode=0, arg=*0x0, size=0x0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005ea580]} sys_fs: *** path = '/dev_bdvd/PS3_GAME/USRDIR/data/PS3/st_pack_boot_pt_ps3.afs'
HLE: W {PPU[0x1] Thread (main_thread)[0x005ea7a0]} sys_fs: sys_fs_fstat(fd=0x1d, sb=*0xd00ff6e0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005ea580]} cellFs: cellFsOpen(path=*0x822580, flags=0, fd=*0xd00ff6d0, arg=*0x0, size=0x0) -> sys_fs_open()
HLE: W {PPU[0x1] Thread (main_thread)[0x005ea580]} sys_fs: sys_fs_open(path=*0x822580, flags=0, fd=*0xd00ff6d0, mode=0, arg=*0x0, size=0x0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005ea580]} sys_fs: *** path = '/dev_bdvd/PS3_GAME/USRDIR/data/PS3/st_pack_battle_character_pt_ps3.afs'
HLE: W {PPU[0x1] Thread (main_thread)[0x005ea7a0]} sys_fs: sys_fs_fstat(fd=0x1e, sb=*0xd00ff6e0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005ea580]} cellFs: cellFsOpen(path=*0x822580, flags=0, fd=*0xd00ff6d0, arg=*0x0, size=0x0) -> sys_fs_open()
HLE: W {PPU[0x1] Thread (main_thread)[0x005ea580]} sys_fs: sys_fs_open(path=*0x822580, flags=0, fd=*0xd00ff6d0, mode=0, arg=*0x0, size=0x0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005ea580]} sys_fs: *** path = '/dev_bdvd/PS3_GAME/USRDIR/data/PS3/st_pack_battle_map_pt_ps3.afs'
HLE: W {PPU[0x1] Thread (main_thread)[0x005ea7a0]} sys_fs: sys_fs_fstat(fd=0x1f, sb=*0xd00ff6e0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005ea580]} cellFs: cellFsOpen(path=*0x822580, flags=0, fd=*0xd00ff6d0, arg=*0x0, size=0x0) -> sys_fs_open()
HLE: W {PPU[0x1] Thread (main_thread)[0x005ea580]} sys_fs: sys_fs_open(path=*0x822580, flags=0, fd=*0xd00ff6d0, mode=0, arg=*0x0, size=0x0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005ea580]} sys_fs: *** path = '/dev_bdvd/PS3_GAME/USRDIR/data/PS3/st_pack_battle_others_pt_ps3.afs'
HLE: W {PPU[0x1] Thread (main_thread)[0x005ea7a0]} sys_fs: sys_fs_fstat(fd=0x20, sb=*0xd00ff6e0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005ea580]} cellFs: cellFsOpen(path=*0x822580, flags=0, fd=*0xd00ff6d0, arg=*0x0, size=0x0) -> sys_fs_open()
HLE: W {PPU[0x1] Thread (main_thread)[0x005ea580]} sys_fs: sys_fs_open(path=*0x822580, flags=0, fd=*0xd00ff6d0, mode=0, arg=*0x0, size=0x0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005ea580]} sys_fs: *** path = '/dev_bdvd/PS3_GAME/USRDIR/data/PS3/st_pack_progress_pt_ps3.afs'
HLE: W {PPU[0x1] Thread (main_thread)[0x005ea7a0]} sys_fs: sys_fs_fstat(fd=0x21, sb=*0xd00ff6e0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005ea580]} cellFs: cellFsOpen(path=*0x822580, flags=0, fd=*0xd00ff6d0, arg=*0x0, size=0x0) -> sys_fs_open()
HLE: W {PPU[0x1] Thread (main_thread)[0x005ea580]} sys_fs: sys_fs_open(path=*0x822580, flags=0, fd=*0xd00ff6d0, mode=0, arg=*0x0, size=0x0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005ea580]} sys_fs: *** path = '/dev_bdvd/PS3_GAME/USRDIR/data/PS3/st_pack_sound_pt_ps3.afs'
HLE: W {PPU[0x1] Thread (main_thread)[0x005ea7a0]} sys_fs: sys_fs_fstat(fd=0x22, sb=*0xd00ff6e0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb920]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x8152f8, attr=*0xd00ff760)
HLE: W {PPU[0x1] Thread (main_thread)[0x0056949c]} sys_mutex: sys_mutex_create(mutex_id=*0x8152b8, attr=*0xd00ff738)
HLE: W {PPU[0x1] Thread (main_thread)[0x005694d4]} sys_cond: sys_cond_create(cond_id=*0x8152bc, mutex_id=0x24, attr=*0xd00ff720)
HLE: W {PPU[0x1] Thread (main_thread)[0x0056949c]} sys_mutex: sys_mutex_create(mutex_id=*0x8152cc, attr=*0xd00ff738)
HLE: W {PPU[0x1] Thread (main_thread)[0x005694d4]} sys_cond: sys_cond_create(cond_id=*0x8152d0, mutex_id=0x26, attr=*0xd00ff720)
HLE: W {PPU[0x1] Thread (main_thread)[0x0056949c]} sys_mutex: sys_mutex_create(mutex_id=*0x8152e0, attr=*0xd00ff738)
HLE: W {PPU[0x1] Thread (main_thread)[0x005694d4]} sys_cond: sys_cond_create(cond_id=*0x8152e4, mutex_id=0x28, attr=*0xd00ff720)
HLE: W {PPU[0x1] Thread (main_thread)[0x0056949c]} sys_mutex: sys_mutex_create(mutex_id=*0x8152a4, attr=*0xd00ff738)
HLE: W {PPU[0x1] Thread (main_thread)[0x005694d4]} sys_cond: sys_cond_create(cond_id=*0x8152a8, mutex_id=0x2a, attr=*0xd00ff720)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb920]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x822d40, attr=*0xd00ff690)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb920]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x822d60, attr=*0xd00ff690)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb920]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x822d80, attr=*0xd00ff690)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb920]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x822da0, attr=*0xd00ff690)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb920]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x822dc0, attr=*0xd00ff690)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb920]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x822de0, attr=*0xd00ff690)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb920]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x822e00, attr=*0xd00ff690)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb920]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x822e20, attr=*0xd00ff690)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb920]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x815368, attr=*0xd00ff680)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb8e0]} sysPrxForUser: sys_ppu_thread_create(thread_id=*0x815358, entry=0x6dd688, arg=0x815318, prio=100, stacksize=0x2000, flags=0x1, threadname=*0x815318)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb8e0]} sys_ppu_thread: _sys_ppu_thread_create(thread_id=*0x815358, param=*0xd00ff698, arg=0x815318, unk=0x0, prio=100, stacksize=0x2000, flags=0x1, threadname=*0x815318)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb8e0]} sys_ppu_thread: sys_ppu_thread_start(thread_id=0x35)
TTY: [CRI ADX] ADX created the thread : name=cri_adxm_vv_proc, id=53(0x35), priority=100(0x64)\n
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb920]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x8153d8, attr=*0xd00ff680)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb8e0]} sysPrxForUser: sys_ppu_thread_create(thread_id=*0x8153c8, entry=0x6dd688, arg=0x815388, prio=500, stacksize=0x2000, flags=0x1, threadname=*0x815388)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb8e0]} sys_ppu_thread: _sys_ppu_thread_create(thread_id=*0x8153c8, param=*0xd00ff698, arg=0x815388, unk=0x0, prio=500, stacksize=0x2000, flags=0x1, threadname=*0x815388)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb8e0]} sys_ppu_thread: sys_ppu_thread_start(thread_id=0x37)
TTY: [CRI ADX] ADX created the thread : name=cri_adxm_vsync_proc, id=55(0x37), priority=500(0x1f4)\n
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb920]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x815448, attr=*0xd00ff680)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb8e0]} sysPrxForUser: sys_ppu_thread_create(thread_id=*0x815438, entry=0x6dd688, arg=0x8153f8, prio=600, stacksize=0x2000, flags=0x1, threadname=*0x8153f8)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb8e0]} sys_ppu_thread: _sys_ppu_thread_create(thread_id=*0x815438, param=*0xd00ff698, arg=0x8153f8, unk=0x0, prio=600, stacksize=0x2000, flags=0x1, threadname=*0x8153f8)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb8e0]} sys_ppu_thread: sys_ppu_thread_start(thread_id=0x39)
TTY: [CRI ADX] ADX created the thread : name=cri_adxm_fs_proc, id=57(0x39), priority=600(0x258)\n
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb920]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x8154b8, attr=*0xd00ff680)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb8e0]} sysPrxForUser: sys_ppu_thread_create(thread_id=*0x8154a8, entry=0x6dd688, arg=0x815468, prio=1500, stacksize=0x2000, flags=0x1, threadname=*0x815468)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb8e0]} sys_ppu_thread: _sys_ppu_thread_create(thread_id=*0x8154a8, param=*0xd00ff698, arg=0x815468, unk=0x0, prio=1500, stacksize=0x2000, flags=0x1, threadname=*0x815468)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb8e0]} sys_ppu_thread: sys_ppu_thread_start(thread_id=0x3b)
TTY: [CRI ADX] ADX created the thread : name=cri_adxm_idle_proc, id=59(0x3b), priority=1500(0x5dc)\n
HLE: W {PPU[0x1] Thread (main_thread)[0x005e9a80]} cellSysutil: cellAudioOutGetSoundAvailability(audioOut=0, type=0, fs=0x4, option=0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005e9a80]} cellSysutil: cellAudioOutGetSoundAvailability(audioOut=0, type=1, fs=0x4, option=0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005e9a80]} cellSysutil: cellAudioOutGetSoundAvailability(audioOut=0, type=6, fs=0x4, option=0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005e9940]} cellSysutil: cellAudioOutConfigure(audioOut=0, config_addr=0xd00ff928, option_addr=0x0, waitForEvent=0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005e9b40]} cellSysutil: cellAudioOutGetState(audioOut=0x0, deviceIndex=0x0, state_addr=0xd00ff94c)
HLE: W {PPU[0x1] Thread (main_thread)[0x005e9ca0]} cellAudio: cellAudioInit()
HLE: W {PPU[0x1] Thread (main_thread)[0x005ebb00]} sysPrxForUser: _sys_heap_create_heap(name=*0x666be0, arg2=0x20000, arg3=0x110000, arg4=0x0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb9a0]} sysPrxForUser: _sys_heap_memalign(heap=0x3c, align=0x10, size=0x1080)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb920]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x69e640, attr=*0x69e658)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb9a0]} sysPrxForUser: _sys_heap_memalign(heap=0x3c, align=0x10, size=0x8280)
HLE: W {PPU[0x1] Thread (main_thread)[0x00556268]} sys_mutex: sys_mutex_create(mutex_id=*0x69e3e0, attr=*0x69e3e8)
HLE: W {PPU[0x1] Thread (main_thread)[0x0055628c]} sys_cond: sys_cond_create(cond_id=*0x69e3c0, mutex_id=0x3e, attr=*0x69e3c8)
HLE: W {PPU[0x1] Thread (main_thread)[0x00556318]} sys_mutex: sys_mutex_create(mutex_id=*0x69e430, attr=*0x69e438)
HLE: W {PPU[0x1] Thread (main_thread)[0x0055633c]} sys_cond: sys_cond_create(cond_id=*0x69e414, mutex_id=0x40, attr=*0x69e418)
HLE: W {PPU[0x1] Thread (main_thread)[0x005563c0]} sys_mutex: sys_mutex_create(mutex_id=*0x69e688, attr=*0x69e690)
HLE: W {PPU[0x1] Thread (main_thread)[0x005563e4]} sys_cond: sys_cond_create(cond_id=*0x69e668, mutex_id=0x42, attr=*0x69e670)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb8e0]} sysPrxForUser: sys_ppu_thread_create(thread_id=*0x69e3b0, entry=0x6dc468, arg=0x813ed0, prio=402, stacksize=0x4000, flags=0x0, threadname=*0x666bc8)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb8e0]} sys_ppu_thread: _sys_ppu_thread_create(thread_id=*0x69e3b0, param=*0xd00ff728, arg=0x813ed0, unk=0x0, prio=402, stacksize=0x4000, flags=0x0, threadname=*0x666bc8)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb8e0]} sys_ppu_thread: sys_ppu_thread_start(thread_id=0x44)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb920]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x813f08, attr=*0x813f28)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb920]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x813ee0, attr=*0x813f38)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb8e0]} sysPrxForUser: sys_ppu_thread_create(thread_id=*0x813f48, entry=0x6dc528, arg=0x0, prio=400, stacksize=0x8000, flags=0x0, threadname=*0x666c00)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb8e0]} sys_ppu_thread: _sys_ppu_thread_create(thread_id=*0x813f48, param=*0xd00ff7e8, arg=0x0, unk=0x0, prio=400, stacksize=0x8000, flags=0x0, threadname=*0x666c00)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb8e0]} sys_ppu_thread: sys_ppu_thread_start(thread_id=0x47)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb920]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x813a30, attr=*0x813f54)
HLE: W {PPU[0x47] Thread (_cellsurMixerMain)[0x0055862c]} sys_event: sys_event_queue_create(equeue_id=*0x813f24, attr=*0x814fd0, event_queue_key=0x8000cafe02460300, size=2)
HLE: W {PPU[0x1] Thread (main_thread)[0x005e9da0]} cellAudio: cellAudioPortOpen(audioParam=*0x813f68, portNum=*0x813ed8)
HLE: W {PPU[0x1] Thread (main_thread)[0x005e9da0]} cellAudio: *** audio port opened(nChannel=8, nBlock=8, attr=0x0, level=1.000000): port = 0
HLE: W {PPU[0x1] Thread (main_thread)[0x005e9d40]} cellAudio: cellAudioGetPortConfig(portNum=0, portConfig=*0x813f88)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb920]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x822a18, attr=*0xd00ff740)
HLE: W {PPU[0x1] Thread (main_thread)[0x005e9d60]} cellAudio: cellAudioPortStart(portNum=0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005e9cc0]} cellAudio: cellAudioSetNotifyEventQueue(key=0x8000cafe02460300)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb920]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x8230b0, attr=*0xd00ff700)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb920]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x2f77f5b8, attr=*0xd00ff530)
HLE: W {PPU[0x1] Thread (main_thread)[0x005eb920]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x2f791a08, attr=*0xd00ff530)
