HLE: ! path: /dev_hdd0/game/
LDR: E PSFLoader::Load() failed: unknown magic (0x0)
LDR: ! Loading 'D:/Emulateurs/Rpcs3/dev_hdd0/game/BLES00693-[Dragon Ball Raging Blast]/PS3_GAME/USRDIR/BOOT.BIN'...
G: W fs::file::open('D:/Emulateurs/Rpcs3/dev_hdd0/game/BLES00693-[Dragon Ball Raging Blast]/PS3_GAME/dev_bdvd.path', 0x1) failed: error 0x2
LDR: !  
LDR: ! Mount info:
LDR: ! /dev_usb000/ -> D:/Emulateurs/Rpcs3/dev_usb000/
LDR: ! /dev_flash/ -> D:/Emulateurs/Rpcs3/dev_flash/
LDR: ! /host_root/ -> 
LDR: ! /dev_hdd0/ -> D:/Emulateurs/Rpcs3/dev_hdd0/
LDR: ! /dev_hdd1/ -> D:/Emulateurs/Rpcs3/dev_hdd1/
LDR: ! /dev_bdvd/ -> D:/Emulateurs/Rpcs3/dev_hdd0/game/BLES00693-[Dragon Ball Raging Blast]/
LDR: ! /dev_usb/ -> D:/Emulateurs/Rpcs3/dev_usb000/
LDR: !  
LDR: ! Title: Dragon Ball: Raging Blast
LDR: ! Serial: BLES00693
LDR: ! Elf path: /dev_bdvd/PS3_GAME/USRDIR/BOOT.BIN
LDR: ! loader::init() failed: Broken file
MEM: ! Initializing memory: g_base_addr = 0xc2a3a60000, g_priv_addr = 0xc3a3a60000
MEM: ! Memory initialized.
LDR: ! Imported function 'sys_lwmutex_destroy' in 'sysPrxForUser' module (0x5d8e44)
LDR: ! Imported function '_sys_spu_printf_finalize' in 'sysPrxForUser' module (0x5d8e64)
LDR: ! Imported function 'sys_spu_image_close' in 'sysPrxForUser' module (0x5d8e84)
LDR: ! Imported function 'sys_process_exit' in 'sysPrxForUser' module (0x5d8ea4)
LDR: ! Imported function 'sys_spu_image_import' in 'sysPrxForUser' module (0x5d8ec4)
HLE: ! sysPrxForUser: Thread Local Storage initialized (g_tls_start=0x88d000, user_size=0x150)
*** TLS segment addr: 0x006bfc78
*** TLS segment size: 0x00000004
LDR: E 'BreakPoints.dat' is broken (version=0xdc70, break_count=0x0, marked_count=0x93173968, length=0x6)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c44]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x876310, attr=*0x61aa50)
HLE: W {PPU[0x1] Thread (main_thread)[0x005c0f60]} sys_memory: sys_memory_get_user_memory_size(mem_info_addr=0xd00ffc04)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c44]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x876118, attr=*0x61aa50)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c44]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x875468, attr=*0x61aa50)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c44]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x875490, attr=*0x61aa50)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c44]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x8754b8, attr=*0x61aa50)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c44]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x8753a0, attr=*0x61aa50)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c44]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x8753c8, attr=*0x61aa50)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c44]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x8753f0, attr=*0x61aa50)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c44]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x875418, attr=*0x61aa50)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c44]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x875440, attr=*0x61aa50)
HLE: W {PPU[0x1] Thread (main_thread)[0x00535b3c]} sys_memory: sys_memory_get_user_memory_size(mem_info_addr=0xd00ffb80)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c44]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x767eb0, attr=*0xd00ffb94)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c44]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x767f58, attr=*0xd00ffb94)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d6dc4]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_LANG
HLE: W {PPU[0x1] Thread (main_thread)[0x005d78e4]} cellSysmodule: cellSysmoduleLoadModule(id=0x003e: CELL_SYSMODULE_SYSUTIL_GAME)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d7964]} cellGame: cellGameBootCheck(type=*0xd00ff984, attributes=*0xd00ff980, size=*0xd00ff988, dirName=*0x2dc00028)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d7904]} cellGame: cellGameContentPermit(contentInfoPath=*0x2dc000a9, usrdirPath=*0x2dc0012a)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d7904]} cellGame: cellGameContentPermit(): path_set=1, contentInfo='/dev_bdvd/PS3_GAME', usrdir='/dev_bdvd/PS3_GAME/USRDIR'
HLE: W {PPU[0x1] Thread (main_thread)[0x005d78c4]} cellSysmodule: cellSysmoduleUnloadModule(id=0x003e: CELL_SYSMODULE_SYSUTIL_GAME)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d6dc4]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_ENTER_BUTTON_ASSIGN
HLE: W {PPU[0x1] Thread (main_thread)[0x005d7ba4]} sys_io: cellPadInit(max_connect=7)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d7c44]} sys_io: cellMouseInit(max_connect=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d6ec4]} cellSysutil: cellSysutilRegisterCallback(slot=0, func_addr=0x6a3c00, userdata=0x0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d78e4]} cellSysmodule: cellSysmoduleLoadModule(id=0x0017: CELL_SYSMODULE_IO)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d78e4]} cellSysmodule: cellSysmoduleLoadModule(id=0x000e: CELL_SYSMODULE_FS)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d78e4]} cellSysmodule: cellSysmoduleLoadModule(id=0x0010: CELL_SYSMODULE_GCM_SYS)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d78e4]} cellSysmodule: cellSysmoduleLoadModule(id=0x0011: CELL_SYSMODULE_AUDIO)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d78e4]} cellSysmodule: cellSysmoduleLoadModule(id=0x0043: CELL_SYSMODULE_FIBER)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d78e4]} cellSysmodule: cellSysmoduleLoadModule(id=0x001e: CELL_SYSMODULE_L10N)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d78e4]} cellSysmodule: cellSysmoduleLoadModule(id=0x0024: CELL_SYSMODULE_VDEC_MPEG2)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d78e4]} cellSysmodule: cellSysmoduleLoadModule(id=0x0038: CELL_SYSMODULE_SYSUTIL_NP2)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d78e4]} cellSysmodule: cellSysmoduleLoadModule(id=0x0000: CELL_SYSMODULE_NET)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c44]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x875178, attr=*0xd00ff740)
HLE: W {PPU[0x1] Thread (main_thread)[0x0059ea2c]} sys_mutex: sys_mutex_create(mutex_id=*0x874598, attr=*0xd00ff798)
HLE: W {PPU[0x1] Thread (main_thread)[0x0059ea60]} sys_cond: sys_cond_create(cond_id=*0x87459c, mutex_id=0x10, attr=*0xd00ff780)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c44]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x8745a8, attr=*0xd00ff6f0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c04]} sysPrxForUser: sys_ppu_thread_create(thread_id=*0x874590, entry=0x6af438, arg=0x874588, prio=800, stacksize=0x2000, flags=0x1, threadname=*0x63e8c8)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c04]} sys_ppu_thread: _sys_ppu_thread_create(thread_id=*0x874590, param=*0xd00ff708, arg=0x874588, unk=0x0, prio=800, stacksize=0x2000, flags=0x1, threadname=*0x63e8c8)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c04]} sys_ppu_thread: sys_ppu_thread_start(thread_id=0x13)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c44]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x884cc8, attr=*0xd00ff7d0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c44]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x875000, attr=*0xd00ff750)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c44]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x8751b0, attr=*0xd00ff750)
HLE: W {PPU[0x1] Thread (main_thread)[0x0059ea2c]} sys_mutex: sys_mutex_create(mutex_id=*0x874530, attr=*0xd00ff6a8)
HLE: W {PPU[0x1] Thread (main_thread)[0x0059ea60]} sys_cond: sys_cond_create(cond_id=*0x874534, mutex_id=0x17, attr=*0xd00ff690)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c44]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x874540, attr=*0xd00ff600)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c04]} sysPrxForUser: sys_ppu_thread_create(thread_id=*0x874528, entry=0x6af438, arg=0x874520, prio=800, stacksize=0x2000, flags=0x1, threadname=*0x63e8c8)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c04]} sys_ppu_thread: _sys_ppu_thread_create(thread_id=*0x874528, param=*0xd00ff618, arg=0x874520, unk=0x0, prio=800, stacksize=0x2000, flags=0x1, threadname=*0x63e8c8)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c04]} sys_ppu_thread: sys_ppu_thread_start(thread_id=0x1a)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c44]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x88c398, attr=*0xd00ff760)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d7884]} cellFs: cellFsOpen(path=*0x874700, flags=0, fd=*0xd00ff6d0, arg=*0x0, size=0x0) -> sys_fs_open()
HLE: W {PPU[0x1] Thread (main_thread)[0x005d7884]} sys_fs: sys_fs_open(path=*0x874700, flags=0, fd=*0xd00ff6d0, mode=0, arg=*0x0, size=0x0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d7884]} sys_fs: *** path = '/dev_bdvd/PS3_GAME/USRDIR/data/PS3/st_pack_ps3.dir'
HLE: W {PPU[0x1] Thread (main_thread)[0x005d7884]} cellFs: cellFsOpen(path=*0x874700, flags=0, fd=*0xd00ff720, arg=*0x0, size=0x0) -> sys_fs_open()
HLE: W {PPU[0x1] Thread (main_thread)[0x005d7884]} sys_fs: sys_fs_open(path=*0x874700, flags=0, fd=*0xd00ff720, mode=0, arg=*0x0, size=0x0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d7884]} sys_fs: *** path = '/dev_bdvd/PS3_GAME/USRDIR/data/PS3/st_pack_boot_pt_ps3.afs'
HLE: W {PPU[0x1] Thread (main_thread)[0x005d7b04]} sys_fs: sys_fs_fstat(fd=0x1d, sb=*0xd00ff730)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d7884]} cellFs: cellFsOpen(path=*0x874700, flags=0, fd=*0xd00ff720, arg=*0x0, size=0x0) -> sys_fs_open()
HLE: W {PPU[0x1] Thread (main_thread)[0x005d7884]} sys_fs: sys_fs_open(path=*0x874700, flags=0, fd=*0xd00ff720, mode=0, arg=*0x0, size=0x0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d7884]} sys_fs: *** path = '/dev_bdvd/PS3_GAME/USRDIR/data/PS3/st_pack_game_pt_ps3.afs'
HLE: W {PPU[0x1] Thread (main_thread)[0x005d7b04]} sys_fs: sys_fs_fstat(fd=0x1e, sb=*0xd00ff730)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d7884]} cellFs: cellFsOpen(path=*0x874700, flags=0, fd=*0xd00ff720, arg=*0x0, size=0x0) -> sys_fs_open()
HLE: W {PPU[0x1] Thread (main_thread)[0x005d7884]} sys_fs: sys_fs_open(path=*0x874700, flags=0, fd=*0xd00ff720, mode=0, arg=*0x0, size=0x0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d7884]} sys_fs: *** path = '/dev_bdvd/PS3_GAME/USRDIR/data/PS3/st_pack_progress_pt_ps3.afs'
HLE: W {PPU[0x1] Thread (main_thread)[0x005d7b04]} sys_fs: sys_fs_fstat(fd=0x1f, sb=*0xd00ff730)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d7884]} cellFs: cellFsOpen(path=*0x874700, flags=0, fd=*0xd00ff720, arg=*0x0, size=0x0) -> sys_fs_open()
HLE: W {PPU[0x1] Thread (main_thread)[0x005d7884]} sys_fs: sys_fs_open(path=*0x874700, flags=0, fd=*0xd00ff720, mode=0, arg=*0x0, size=0x0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d7884]} sys_fs: *** path = '/dev_bdvd/PS3_GAME/USRDIR/data/PS3/st_pack_sound_pt_ps3.afs'
HLE: W {PPU[0x1] Thread (main_thread)[0x005d7b04]} sys_fs: sys_fs_fstat(fd=0x20, sb=*0xd00ff730)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c44]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x867398, attr=*0xd00ff7b0)
HLE: W {PPU[0x1] Thread (main_thread)[0x0055b260]} sys_mutex: sys_mutex_create(mutex_id=*0x867358, attr=*0xd00ff788)
HLE: W {PPU[0x1] Thread (main_thread)[0x0055b298]} sys_cond: sys_cond_create(cond_id=*0x86735c, mutex_id=0x22, attr=*0xd00ff770)
HLE: W {PPU[0x1] Thread (main_thread)[0x0055b260]} sys_mutex: sys_mutex_create(mutex_id=*0x86736c, attr=*0xd00ff788)
HLE: W {PPU[0x1] Thread (main_thread)[0x0055b298]} sys_cond: sys_cond_create(cond_id=*0x867370, mutex_id=0x24, attr=*0xd00ff770)
HLE: W {PPU[0x1] Thread (main_thread)[0x0055b260]} sys_mutex: sys_mutex_create(mutex_id=*0x867380, attr=*0xd00ff788)
HLE: W {PPU[0x1] Thread (main_thread)[0x0055b298]} sys_cond: sys_cond_create(cond_id=*0x867384, mutex_id=0x26, attr=*0xd00ff770)
HLE: W {PPU[0x1] Thread (main_thread)[0x0055b260]} sys_mutex: sys_mutex_create(mutex_id=*0x867344, attr=*0xd00ff788)
HLE: W {PPU[0x1] Thread (main_thread)[0x0055b298]} sys_cond: sys_cond_create(cond_id=*0x867348, mutex_id=0x28, attr=*0xd00ff770)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c44]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x874eb8, attr=*0xd00ff6e0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c44]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x874ed8, attr=*0xd00ff6e0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c44]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x874ef8, attr=*0xd00ff6e0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c44]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x874f18, attr=*0xd00ff6e0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c44]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x874f38, attr=*0xd00ff6e0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c44]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x874f58, attr=*0xd00ff6e0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c44]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x874f78, attr=*0xd00ff6e0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c44]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x874f98, attr=*0xd00ff6e0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c44]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x867408, attr=*0xd00ff6d0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c04]} sysPrxForUser: sys_ppu_thread_create(thread_id=*0x8673f8, entry=0x6ad088, arg=0x8673b8, prio=100, stacksize=0x2000, flags=0x1, threadname=*0x8673b8)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c04]} sys_ppu_thread: _sys_ppu_thread_create(thread_id=*0x8673f8, param=*0xd00ff6e8, arg=0x8673b8, unk=0x0, prio=100, stacksize=0x2000, flags=0x1, threadname=*0x8673b8)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c04]} sys_ppu_thread: sys_ppu_thread_start(thread_id=0x33)
TTY: [CRI ADX] ADX created the thread : name=cri_adxm_vv_proc, id=51(0x33), priority=100(0x64)\n
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c44]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x867478, attr=*0xd00ff6d0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c04]} sysPrxForUser: sys_ppu_thread_create(thread_id=*0x867468, entry=0x6ad088, arg=0x867428, prio=500, stacksize=0x2000, flags=0x1, threadname=*0x867428)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c04]} sys_ppu_thread: _sys_ppu_thread_create(thread_id=*0x867468, param=*0xd00ff6e8, arg=0x867428, unk=0x0, prio=500, stacksize=0x2000, flags=0x1, threadname=*0x867428)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c04]} sys_ppu_thread: sys_ppu_thread_start(thread_id=0x35)
TTY: [CRI ADX] ADX created the thread : name=cri_adxm_vsync_proc, id=53(0x35), priority=500(0x1f4)\n
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c44]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x8674e8, attr=*0xd00ff6d0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c04]} sysPrxForUser: sys_ppu_thread_create(thread_id=*0x8674d8, entry=0x6ad088, arg=0x867498, prio=600, stacksize=0x2000, flags=0x1, threadname=*0x867498)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c04]} sys_ppu_thread: _sys_ppu_thread_create(thread_id=*0x8674d8, param=*0xd00ff6e8, arg=0x867498, unk=0x0, prio=600, stacksize=0x2000, flags=0x1, threadname=*0x867498)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c04]} sys_ppu_thread: sys_ppu_thread_start(thread_id=0x37)
TTY: [CRI ADX] ADX created the thread : name=cri_adxm_fs_proc, id=55(0x37), priority=600(0x258)\n
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c44]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x867558, attr=*0xd00ff6d0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c04]} sysPrxForUser: sys_ppu_thread_create(thread_id=*0x867548, entry=0x6ad088, arg=0x867508, prio=1500, stacksize=0x2000, flags=0x1, threadname=*0x867508)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c04]} sys_ppu_thread: _sys_ppu_thread_create(thread_id=*0x867548, param=*0xd00ff6e8, arg=0x867508, unk=0x0, prio=1500, stacksize=0x2000, flags=0x1, threadname=*0x867508)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c04]} sys_ppu_thread: sys_ppu_thread_start(thread_id=0x39)
TTY: [CRI ADX] ADX created the thread : name=cri_adxm_idle_proc, id=57(0x39), priority=1500(0x5dc)\n
HLE: W {PPU[0x1] Thread (main_thread)[0x005d6f24]} cellSysutil: cellAudioOutGetSoundAvailability(audioOut=0, type=0, fs=0x4, option=0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d6f24]} cellSysutil: cellAudioOutGetSoundAvailability(audioOut=0, type=1, fs=0x4, option=0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d6f24]} cellSysutil: cellAudioOutGetSoundAvailability(audioOut=0, type=6, fs=0x4, option=0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d6de4]} cellSysutil: cellAudioOutConfigure(audioOut=0, config_addr=0xd00ff978, option_addr=0x0, waitForEvent=0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d6fc4]} cellSysutil: cellAudioOutGetState(audioOut=0x0, deviceIndex=0x0, state_addr=0xd00ff99c)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d70e4]} cellAudio: cellAudioInit()
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8e24]} sysPrxForUser: _sys_heap_create_heap(name=*0x636ae0, arg2=0x20000, arg3=0x110000, arg4=0x0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8cc4]} sysPrxForUser: _sys_heap_memalign(heap=0x3a, align=0x10, size=0x1080)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c44]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x668640, attr=*0x668658)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8cc4]} sysPrxForUser: _sys_heap_memalign(heap=0x3a, align=0x10, size=0x8280)
HLE: W {PPU[0x1] Thread (main_thread)[0x00548ec4]} sys_mutex: sys_mutex_create(mutex_id=*0x6683e0, attr=*0x6683e8)
HLE: W {PPU[0x1] Thread (main_thread)[0x00548ee8]} sys_cond: sys_cond_create(cond_id=*0x6683c0, mutex_id=0x3c, attr=*0x6683c8)
HLE: W {PPU[0x1] Thread (main_thread)[0x00548f74]} sys_mutex: sys_mutex_create(mutex_id=*0x668430, attr=*0x668438)
HLE: W {PPU[0x1] Thread (main_thread)[0x00548f98]} sys_cond: sys_cond_create(cond_id=*0x668414, mutex_id=0x3e, attr=*0x668418)
HLE: W {PPU[0x1] Thread (main_thread)[0x0054901c]} sys_mutex: sys_mutex_create(mutex_id=*0x668688, attr=*0x668690)
HLE: W {PPU[0x1] Thread (main_thread)[0x00549040]} sys_cond: sys_cond_create(cond_id=*0x668668, mutex_id=0x40, attr=*0x668670)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c04]} sysPrxForUser: sys_ppu_thread_create(thread_id=*0x6683b0, entry=0x6abf28, arg=0x865fd0, prio=402, stacksize=0x4000, flags=0x0, threadname=*0x636ac8)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c04]} sys_ppu_thread: _sys_ppu_thread_create(thread_id=*0x6683b0, param=*0xd00ff778, arg=0x865fd0, unk=0x0, prio=402, stacksize=0x4000, flags=0x0, threadname=*0x636ac8)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c04]} sys_ppu_thread: sys_ppu_thread_start(thread_id=0x42)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c44]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x866008, attr=*0x866028)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c44]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x865fe0, attr=*0x866038)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c04]} sysPrxForUser: sys_ppu_thread_create(thread_id=*0x866048, entry=0x6abfe8, arg=0x0, prio=400, stacksize=0x8000, flags=0x0, threadname=*0x636b00)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c04]} sys_ppu_thread: _sys_ppu_thread_create(thread_id=*0x866048, param=*0xd00ff838, arg=0x0, unk=0x0, prio=400, stacksize=0x8000, flags=0x0, threadname=*0x636b00)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c04]} sys_ppu_thread: sys_ppu_thread_start(thread_id=0x45)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c44]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x865b30, attr=*0x866054)
HLE: W {PPU[0x45] Thread (_cellsurMixerMain)[0x0054b2d8]} sys_event: sys_event_queue_create(equeue_id=*0x866024, attr=*0x8670d0, event_queue_key=0x8000cafe02460300, size=2)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d71e4]} cellAudio: cellAudioPortOpen(audioParam=*0x866068, portNum=*0x865fd8)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d71e4]} cellAudio: *** audio port opened(nChannel=8, nBlock=8, attr=0x0, level=1.000000): port = 0
HLE: W {PPU[0x1] Thread (main_thread)[0x005d7184]} cellAudio: cellAudioGetPortConfig(portNum=0, portConfig=*0x866088)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c44]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x874b98, attr=*0xd00ff790)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d71a4]} cellAudio: cellAudioPortStart(portNum=0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d7104]} cellAudio: cellAudioSetNotifyEventQueue(key=0x8000cafe02460300)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c44]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x875210, attr=*0xd00ff750)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c44]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x2f77fd18, attr=*0xd00ff580)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c44]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x2f792168, attr=*0xd00ff580)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c44]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x2f7a45b8, attr=*0xd00ff580)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c44]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x2f7b6a08, attr=*0xd00ff580)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c44]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x2f7c8e58, attr=*0xd00ff580)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c44]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x2f7db2a8, attr=*0xd00ff580)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c44]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x2f7ed6f8, attr=*0xd00ff580)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c44]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x2f7ffb48, attr=*0xd00ff580)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c44]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x2f7ffb68, attr=*0xd00ff670)
HLE: W {PPU[0x1] Thread (main_thread)[0x00521bf0]} sys_spu: sys_spu_initialize(max_usable_spu=6, max_raw_spu=0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8da4]} sysPrxForUser: sys_ppu_thread_once(once_ctrl=*0x875914, init=*0x6afeb8)
HLE: W {PPU[0x1] Thread (main_thread)[0x005d8c44]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x8754e0, attr=*0xd00ff3c0)
HLE: W {PPU[0x1] Thread (main_thread)[0x005babe4]} sys_event: sys_event_queue_create(equeue_id=*0x8754fc, attr=*0xd00ff4b0, event_queue_key=0x0, size=127)
HLE: W {PPU[0x1] Thread (main_thread)[0x005bac08]} sys_event: sys_event_port_create(eport_id=*0x875500, port_type=1, name=0xffffffff0000dead)
HLE: W {PPU[0x1] Thread (main_thread)[0x005bac24]} sys_event: sys_event_port_connect_local(eport_id=0x55, equeue_id=0x54)
