HLE: ! path: /dev_hdd0/game/
HLE: W No pause.bin found, Auto Pause will not work.
HLE: W No pause.bin found, Auto Pause will not work.
LDR: ! Loading 'D:\Emulateurs\Rpcs3\dev_hdd0\game\BCES00005-[Formula One Championship Edition]\PS3_GAME\USRDIR/BOOT.BIN'...
LDR: !  
LDR: ! Mount info:
LDR: ! /dev_usb000/ -> D:/Emulateurs/Rpcs3/dev_usb000/
LDR: ! /dev_flash/ -> D:/Emulateurs/Rpcs3/dev_flash/
LDR: ! /host_root/ -> 
LDR: ! /dev_hdd0/ -> D:/Emulateurs/Rpcs3/dev_hdd0/
LDR: ! /dev_hdd1/ -> D:/Emulateurs/Rpcs3/dev_hdd1/
LDR: ! /dev_bdvd/ -> D:/Emulateurs/Rpcs3/dev_hdd0/game/BCES00005-[Formula One Championship Edition]/PS3_GAME/../
LDR: ! /dev_usb/ -> D:/Emulateurs/Rpcs3/dev_usb000/
LDR: !  
LDR: ! Title: Formula One™ Championship Edition
LDR: ! Serial: BCES00005
LDR: !  
LDR: ! loader::init() failed: Broken file
MEM: ! Initializing memory: g_base_addr = 0xbe982a0000, g_priv_addr = 0xbf982a0000
MEM: ! Memory initialized.
HLE: W {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: sys_semaphore_create(sem_addr=0x20600000, attr_addr=0x20601000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 34
HLE: W {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: sys_semaphore_create(sem_addr=0x20600000, attr_addr=0x20601000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 35
HLE: W {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: sys_semaphore_create(sem_addr=0x20600000, attr_addr=0x20601000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 36
HLE: W {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: sys_semaphore_create(sem_addr=0x20600000, attr_addr=0x20601000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 37
HLE: W {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: sys_semaphore_create(sem_addr=0x20600000, attr_addr=0x20601000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 38
HLE: W {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: sys_semaphore_create(sem_addr=0x20600000, attr_addr=0x20601000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 39
HLE: W {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: sys_semaphore_create(sem_addr=0x20600000, attr_addr=0x20601000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 40
HLE: W {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: sys_semaphore_create(sem_addr=0x20600000, attr_addr=0x20601000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 41
HLE: W {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: sys_semaphore_create(sem_addr=0x20600000, attr_addr=0x20601000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 42
HLE: W {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: sys_semaphore_create(sem_addr=0x20600000, attr_addr=0x20601000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 43
HLE: W {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: sys_semaphore_create(sem_addr=0x20600000, attr_addr=0x20601000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 44
HLE: W {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: sys_semaphore_create(sem_addr=0x20600000, attr_addr=0x20601000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 45
HLE: W {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: sys_semaphore_create(sem_addr=0x20600000, attr_addr=0x20601000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 46
HLE: W {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: sys_semaphore_create(sem_addr=0x20600000, attr_addr=0x20601000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 47
HLE: W {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: sys_semaphore_create(sem_addr=0x20600000, attr_addr=0x20601000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 48
HLE: W {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: sys_semaphore_create(sem_addr=0x20600000, attr_addr=0x20601000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: *** semaphore created [_spuPrv] (protocol=0x2): id = 49
HLE: W {PPU[1] Thread (main_thread)[0x006e9dac]} sys_spu: sys_spu_thread_group_create(id_addr=0x20606000, num=5, prio=128, attr_addr=0x20608000)
HLE: ! {PPU[1] Thread (main_thread)[0x006e9dac]} sys_spu: *** SPU Thread Group created [CellSpursKernelGroup] (num=5, prio=128, type=0x0, container=0): id=50
HLE: W {PPU[1] Thread (main_thread)[0x006e9dac]} sys_spu: sys_spu_thread_initialize(thread_addr=0x2060a000, group=0x32000000, spu_num=0, img_addr=0x21605770, attr_addr=0x2060b000, arg_addr=0x20609000)
HLE: W {PPU[1] Thread (main_thread)[0x006e9dac]} sys_spu: sys_spu_thread_group_destroy(id=838860800)
HLE: W {PPU[1] Thread (main_thread)[0x006e9dac]} sysPrxForUser: sys_spu_image_close(img=0x21605770)
HLE: W {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: sys_semaphore_destroy(sem_id=822083584)
HLE: W {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: sys_semaphore_destroy(sem_id=553648128)
HLE: W {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: sys_semaphore_destroy(sem_id=570425344)
HLE: W {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: sys_semaphore_destroy(sem_id=587202560)
HLE: W {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: sys_semaphore_destroy(sem_id=603979776)
HLE: W {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: sys_semaphore_destroy(sem_id=620756992)
HLE: W {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: sys_semaphore_destroy(sem_id=637534208)
HLE: W {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: sys_semaphore_destroy(sem_id=654311424)
HLE: W {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: sys_semaphore_destroy(sem_id=671088640)
HLE: W {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: sys_semaphore_destroy(sem_id=687865856)
HLE: W {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: sys_semaphore_destroy(sem_id=704643072)
HLE: W {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: sys_semaphore_destroy(sem_id=721420288)
HLE: W {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: sys_semaphore_destroy(sem_id=738197504)
HLE: W {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: sys_semaphore_destroy(sem_id=754974720)
HLE: W {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: sys_semaphore_destroy(sem_id=771751936)
HLE: W {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: sys_semaphore_destroy(sem_id=788529152)
HLE: W {PPU[1] Thread (main_thread)[0x006e9dac]} sys_semaphore: sys_semaphore_destroy(sem_id=805306368)
HLE: W {PPU[1] Thread (main_thread)[0x005601d4]} sys_event: sys_event_queue_create(equeue_id_addr=0x21605a00, attr_addr=0xd003f7a4, event_queue_key=0x0, size=127)
HLE: W {PPU[1] Thread (main_thread)[0x005601d4]} sys_event: *** event_queue created [] (protocol=0x2, type=0x1, key=0x0, size=0x7f): id = 51
HLE: ! {PPU[1] Thread (main_thread)[0x006e992c]} sys_ppu_thread: *** New PPU Thread [Job Manager Event Handler] (joinable, entry=0x70f110): id = 52
HLE: W {PPU[1] Thread (main_thread)[0x00560218]} sys_event: sys_event_port_create(eport_id_addr=0x21605a14, port_type=0x1, name=0xd0a77)
HLE: W {PPU[1] Thread (main_thread)[0x00560218]} sys_event: *** sys_event_port created: id = 53, name=0xd0a77
HLE: W {PPU[1] Thread (main_thread)[0x00560228]} sys_event: sys_event_port_connect_local(eport_id=53, equeue_id=51)
HLE: W {PPU[1] Thread (main_thread)[0x006ea4cc]} cellSpurs: cellSpursAttachLv2EventQueue(spurs_addr=0x21604a00, queue=51, port_addr=0xd003f7a0, isDynamic=0)
HLE: W {PPU[1] Thread (main_thread)[0x006ea4cc]} sys_process: sys_process_get_sdk_version(pid=1, version_addr=0x20600000)
HLE: W {PPU[1] Thread (main_thread)[0x006ea4cc]} sys_spu: sys_spu_thread_group_connect_event_all_threads(id=838860800, eq_id=51, req=0x8000, spup_addr=0x20600000)
HLE: W {PPU[1] Thread (main_thread)[0x006ea4cc]} cellSpurs: cellSpursAttachLv2EventQueue(spurs_addr=0x21604a00, queue=51, port_addr=0xd003f7a1, isDynamic=0)
HLE: W {PPU[1] Thread (main_thread)[0x006ea4cc]} sys_process: sys_process_get_sdk_version(pid=1, version_addr=0x20600000)
HLE: W {PPU[1] Thread (main_thread)[0x006ea4cc]} sys_spu: sys_spu_thread_group_connect_event_all_threads(id=838860800, eq_id=51, req=0x2, spup_addr=0x20600000)
HLE: W {PPU[1] Thread (main_thread)[0x006ea4cc]} cellSpurs: cellSpursAttachLv2EventQueue(spurs_addr=0x21604a00, queue=51, port_addr=0xd003f7a2, isDynamic=0)
HLE: W {PPU[1] Thread (main_thread)[0x006ea4cc]} sys_process: sys_process_get_sdk_version(pid=1, version_addr=0x20600000)
HLE: W {PPU[1] Thread (main_thread)[0x006ea4cc]} sys_spu: sys_spu_thread_group_connect_event_all_threads(id=838860800, eq_id=51, req=0x4000, spup_addr=0x20600000)
HLE: W {PPU[1] Thread (main_thread)[0x006ea4cc]} cellSpurs: cellSpursAttachLv2EventQueue(spurs_addr=0x21604a00, queue=51, port_addr=0x21605a10, isDynamic=1)
HLE: W {PPU[1] Thread (main_thread)[0x006ea4cc]} sys_process: sys_process_get_sdk_version(pid=1, version_addr=0x20600000)
HLE: W {PPU[1] Thread (main_thread)[0x006ea4cc]} sys_spu: sys_spu_thread_group_connect_event_all_threads(id=838860800, eq_id=51, req=0xffffffffffff0000, spup_addr=0x20600000)
HLE: W {PPU[1] Thread (main_thread)[0x006e9d0c]} sys_fs: cellFsStat(path_addr=0x10002128, sb=0xd003f8f0)
HLE: W {PPU[1] Thread (main_thread)[0x006e9d0c]} sys_fs: cellFsStat(path='/dev_bdvd/PS3_GAME/USRDIR')
HLE: E {PPU[1] Thread (main_thread)[0x006ea04c]} Unimplemented function cellDiscGameRegisterDiscChangeCallback
HLE: W {PPU[1] Thread (main_thread)[0x006e98cc]} cellSysmodule: cellSysmoduleLoadModule(id=0x001c: CELL_SYSMODULE_USBD)
HLE: W {PPU[1] Thread (main_thread)[0x004fbe5c]} sys_mutex: *** mutex created [] (protocol=0x2, recursive=false): id = 54
HLE: W {PPU[1] Thread (main_thread)[0x006ea78c]} sys_io: cellPadInit(max_connect=7)
HLE: W {PPU[1] Thread (main_thread)[0x006e996c]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x2160b100, attr_addr=0xd003f840)
HLE: ! {PPU[1] Thread (main_thread)[0x006e996c]} sys_lwmutex: *** lwmutex created [] (attribute=0x22): sq_id = 55
HLE: W {PPU[1] Thread (main_thread)[0x00501a0c]} sys_event: sys_event_port_create(eport_id_addr=0x21612fb8, port_type=0x1, name=0x0)
HLE: W {PPU[1] Thread (main_thread)[0x00501a0c]} sys_event: *** sys_event_port created: id = 56, name=0x100000038
HLE: W {PPU[1] Thread (main_thread)[0x00501a28]} sys_event: sys_event_queue_create(equeue_id_addr=0x21612fbc, attr_addr=0xd003f850, event_queue_key=0x0, size=8)
HLE: W {PPU[1] Thread (main_thread)[0x00501a28]} sys_event: *** event_queue created [] (protocol=0x2, type=0x1, key=0x0, size=0x8): id = 57
HLE: W {PPU[1] Thread (main_thread)[0x00501a38]} sys_event: sys_event_port_connect_local(eport_id=56, equeue_id=57)
HLE: ! {PPU[1] Thread (main_thread)[0x006e992c]} sys_ppu_thread: *** New PPU Thread [FpPadThread] (joinable, entry=0x70cc48): id = 58
HLE: W {PPU[1] Thread (main_thread)[0x006e98cc]} cellSysmodule: cellSysmoduleLoadModule(id=0x000e: CELL_SYSMODULE_FS)
HLE: E {PPU[1] Thread (main_thread)[0x006e9aac]} Unimplemented function cellUsbdInit
HLE: E {PPU[1] Thread (main_thread)[0x006e9a8c]} Unimplemented function cellUsbdSetThreadPriority2
HLE: E {PPU[1] Thread (main_thread)[0x006ea60c]} Unimplemented function sys_mempool_create
HLE: E {PPU[1] Thread (main_thread)[0x006ea60c]} Unimplemented function sys_mempool_create
HLE: E {PPU[1] Thread (main_thread)[0x006ea60c]} Unimplemented function sys_mempool_create
HLE: E {PPU[1] Thread (main_thread)[0x006ea60c]} Unimplemented function sys_mempool_create
HLE: W {PPU[1] Thread (main_thread)[0x005678a0]} sys_semaphore: sys_semaphore_create(sem_addr=0x10d2b504, attr_addr=0xd003f840, initial_count=1, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x005678a0]} sys_semaphore: *** semaphore created [] (protocol=0x2): id = 59
HLE: W {PPU[1] Thread (main_thread)[0x00567908]} sys_semaphore: sys_semaphore_create(sem_addr=0x10d2b508, attr_addr=0xd003f840, initial_count=1, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x00567908]} sys_semaphore: *** semaphore created [] (protocol=0x2): id = 60
HLE: W {PPU[1] Thread (main_thread)[0x00567998]} sys_semaphore: sys_semaphore_create(sem_addr=0x10d2b514, attr_addr=0xd003f840, initial_count=1, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x00567998]} sys_semaphore: *** semaphore created [] (protocol=0x2): id = 61
HLE: W {PPU[1] Thread (main_thread)[0x005679cc]} sys_event: sys_event_queue_create(equeue_id_addr=0x10d2b4fc, attr_addr=0xd003f830, event_queue_key=0x0, size=40)
HLE: W {PPU[1] Thread (main_thread)[0x005679cc]} sys_event: *** event_queue created [] (protocol=0x2, type=0x1, key=0x0, size=0x28): id = 62
HLE: W {PPU[1] Thread (main_thread)[0x005679f0]} sys_event: sys_event_port_create(eport_id_addr=0x10d2b500, port_type=0x1, name=0x4c444556)
HLE: W {PPU[1] Thread (main_thread)[0x005679f0]} sys_event: *** sys_event_port created: id = 63, name=0x4c444556
HLE: W {PPU[1] Thread (main_thread)[0x00567a10]} sys_event: sys_event_port_connect_local(eport_id=63, equeue_id=62)
HLE: W {PPU[1] Thread (main_thread)[0x00567a28]} sys_timer: sys_timer_create(timer_id_addr=0x10d2b4f8)
HLE: W {PPU[1] Thread (main_thread)[0x00567a50]} sys_timer: sys_timer_connect_event_queue(timer_id=64, queue_id=62, name=0x0, data1=0x5, data2=0x1f40)
HLE: W {PPU[1] Thread (main_thread)[0x00567638]} sys_semaphore: sys_semaphore_destroy(sem_id=59)
HLE: W {PPU[1] Thread (main_thread)[0x00567638]} sys_semaphore: sys_semaphore_destroy(sem_id=60)
HLE: E {PPU[1] Thread (main_thread)[0x00567674]} sys_timer TODO: sys_timer_stop()
HLE: E {PPU[1] Thread (main_thread)[0x00567680]} sys_timer TODO: sys_timer_disconnect_event_queue(timer_id=64)
HLE: E {PPU[1] Thread (main_thread)[0x0056768c]} sys_timer TODO: sys_timer_destroy(timer_id=64)
HLE: W {PPU[1] Thread (main_thread)[0x005676d0]} sys_event: sys_event_port_disconnect(eport_id=63)
HLE: W {PPU[1] Thread (main_thread)[0x005676dc]} sys_event: sys_event_port_destroy(eport_id=63)
HLE: E {PPU[1] Thread (main_thread)[0x00567700]} sys_event TODO: sys_event_queue_destroy(equeue_id=62, mode=0x0)
HLE: W {PPU[1] Thread (main_thread)[0x0056772c]} sys_semaphore: sys_semaphore_destroy(sem_id=61)
HLE: W {PPU[1] Thread (main_thread)[0x006e9b6c]} sys_io: cellKbInit(max_connect=1)
HLE: E {PPU[1] Thread (main_thread)[0x006e9fec]} Unimplemented function cellDiscGameGetBootDiscInfo
HLE: W {PPU[1] Thread (main_thread)[0x006e9f2c]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_LANG
HLE: E {PPU[58] Thread (FpPadThread)[0x005016e0]} sys_event TODO: sys_event_queue_tryreceive(equeue_id=57, event_array_addr=0xd006fc88, size=8, number_addr=0xd006fc80)
HLE: E {PPU[1] Thread (main_thread)[0x006ea3ec]} cellSpurs error: cellSpursGetInfo
HLE: W {PPU[1] Thread (main_thread)[0x006ea46c]} cellSpurs: cellSpursAddWorkload(spurs_addr=0x21604a00, wid_addr=0x1042a428, pm_addr=0x100bd600, size=0x2b80, data=0x1044b500, priorityTable_addr=0x1001a260, minContention=0x1, maxContention=0x4)
HLE: E {PPU[1] Thread (main_thread)[0x006ea3cc]} cellSpurs error: cellSpursRequestIdleSpu
HLE: E {PPU[1] Thread (main_thread)[0x006ea4ec]} cellSpurs error: cellSpursSetExceptionEventHandler
HLE: W {PPU[1] Thread (main_thread)[0x006eabac]} cellGcmSys: _cellGcmInitBody(context_addr=0x10cc5b08, cmdSize=0x10000, ioSize=0x4600000, ioAddress=0x21700000)
HLE: E {PPU[58] Thread (FpPadThread)[0x005016e0]} sys_event TODO: sys_event_queue_tryreceive(equeue_id=57, event_array_addr=0xd006fc88, size=8, number_addr=0xd006fc80)
HLE: E {PPU[58] Thread (FpPadThread)[0x005016e0]} sys_event TODO: sys_event_queue_tryreceive(equeue_id=57, event_array_addr=0xd006fc88, size=8, number_addr=0xd006fc80)
HLE: E {PPU[58] Thread (FpPadThread)[0x005016e0]} sys_event TODO: sys_event_queue_tryreceive(equeue_id=57, event_array_addr=0xd006fc88, size=8, number_addr=0xd006fc80)
HLE: E {PPU[58] Thread (FpPadThread)[0x005016e0]} sys_event TODO: sys_event_queue_tryreceive(equeue_id=57, event_array_addr=0xd006fc88, size=8, number_addr=0xd006fc80)
HLE: E {PPU[58] Thread (FpPadThread)[0x005016e0]} sys_event TODO: sys_event_queue_tryreceive(equeue_id=57, event_array_addr=0xd006fc88, size=8, number_addr=0xd006fc80)
HLE: E {PPU[58] Thread (FpPadThread)[0x005016e0]} sys_event TODO: sys_event_queue_tryreceive(equeue_id=57, event_array_addr=0xd006fc88, size=8, number_addr=0xd006fc80)
HLE: E {PPU[58] Thread (FpPadThread)[0x005016e0]} sys_event TODO: sys_event_queue_tryreceive(equeue_id=57, event_array_addr=0xd006fc88, size=8, number_addr=0xd006fc80)
HLE: E {PPU[58] Thread (FpPadThread)[0x005016e0]} sys_event TODO: sys_event_queue_tryreceive(equeue_id=57, event_array_addr=0xd006fc88, size=8, number_addr=0xd006fc80)
HLE: E {PPU[58] Thread (FpPadThread)[0x005016e0]} sys_event TODO: sys_event_queue_tryreceive(equeue_id=57, event_array_addr=0xd006fc88, size=8, number_addr=0xd006fc80)
HLE: E {PPU[58] Thread (FpPadThread)[0x005016e0]} sys_event TODO: sys_event_queue_tryreceive(equeue_id=57, event_array_addr=0xd006fc88, size=8, number_addr=0xd006fc80)
HLE: E {PPU[58] Thread (FpPadThread)[0x005016e0]} sys_event TODO: sys_event_queue_tryreceive(equeue_id=57, event_array_addr=0xd006fc88, size=8, number_addr=0xd006fc80)
HLE: E {PPU[58] Thread (FpPadThread)[0x005016e0]} sys_event TODO: sys_event_queue_tryreceive(equeue_id=57, event_array_addr=0xd006fc88, size=8, number_addr=0xd006fc80)
HLE: E {PPU[58] Thread (FpPadThread)[0x005016e0]} sys_event TODO: sys_event_queue_tryreceive(equeue_id=57, event_array_addr=0xd006fc88, size=8, number_addr=0xd006fc80)
HLE: E {PPU[58] Thread (FpPadThread)[0x005016e0]} sys_event TODO: sys_event_queue_tryreceive(equeue_id=57, event_array_addr=0xd006fc88, size=8, number_addr=0xd006fc80)
HLE: E {PPU[58] Thread (FpPadThread)[0x005016e0]} sys_event TODO: sys_event_queue_tryreceive(equeue_id=57, event_array_addr=0xd006fc88, size=8, number_addr=0xd006fc80)
HLE: W {PPU[1] Thread (main_thread)[0x006eabac]} cellGcmSys: *** local memory(addr=0xc0000000, size=0xf900000)
HLE: W {PPU[1] Thread (main_thread)[0x006eabac]} cellGcmSys: cellGcmInit(): 256MB io address space used
RSX: ! {RSXThread} RSX thread started
HLE: W {PPU[1] Thread (main_thread)[0x006e9eec]} cellSysutil: cellVideoOutConfigure(videoOut=0, config_addr=0xd003f524, option_addr=0x0, waitForEvent=0x0)
HLE: W {PPU[1] Thread (main_thread)[0x006ea12c]} cellGcmSys: cellGcmSetFlipMode(mode=2)
HLE: E {PPU[58] Thread (FpPadThread)[0x005016e0]} sys_event TODO: sys_event_queue_tryreceive(equeue_id=57, event_array_addr=0xd006fc88, size=8, number_addr=0xd006fc80)
HLE: E {PPU[58] Thread (FpPadThread)[0x005016e0]} sys_event TODO: sys_event_queue_tryreceive(equeue_id=57, event_array_addr=0xd006fc88, size=8, number_addr=0xd006fc80)
HLE: W {PPU[1] Thread (main_thread)[0x006ea26c]} cellGcmSys: cellGcmSetTile(index=0, location=0, offset=65536, size=7536640, pitch=5120, comp=7, base=1, bank=0)
HLE: E {PPU[1] Thread (main_thread)[0x006ea26c]} cellGcmSys error: cellGcmSetTile: bad compression mode! (7)
HLE: W {PPU[1] Thread (main_thread)[0x006ea12c]} cellGcmSys: cellGcmSetFlipMode(mode=2)
HLE: W {PPU[1] Thread (main_thread)[0x006ea26c]} cellGcmSys: cellGcmSetTile(index=1, location=0, offset=7602176, size=7864320, pitch=10240, comp=7, base=116, bank=0)
HLE: E {PPU[1] Thread (main_thread)[0x006ea26c]} cellGcmSys error: cellGcmSetTile: bad compression mode! (7)
HLE: W {PPU[1] Thread (main_thread)[0x006ea26c]} cellGcmSys: cellGcmSetTile(index=2, location=0, offset=15466496, size=7864320, pitch=10240, comp=11, base=236, bank=1)
HLE: E {PPU[1] Thread (main_thread)[0x006ea26c]} cellGcmSys error: cellGcmSetTile: bad compression mode! (11)
HLE: E {PPU[1] Thread (main_thread)[0x006ea28c]} cellGcmSys TODO: cellGcmSetZcull(index=0, offset=0xec0000, width=1280, height=720, cullStart=0x0, zFormat=0x2, aaFormat=0x3, zCullDir=0x0, zCullFormat=0x1, sFunc=0x201, sRef=0x80, sMask=0xff)
HLE: W {PPU[1] Thread (main_thread)[0x006ea18c]} cellGcmSys: cellGcmMapMainMemory(ea=0x25e00000,size=0x500000,offset_addr=0xd003f4f0)
HLE: E {PPU[58] Thread (FpPadThread)[0x005016e0]} sys_event TODO: sys_event_queue_tryreceive(equeue_id=57, event_array_addr=0xd006fc88, size=8, number_addr=0xd006fc80)
RSX: W {RSXThread} TODO: NV4097_SET_COLOR_MASK_MRT: 0xfff0
RSX: E {RSXThread} TODO: CELL_GCM_NV4097_SET_ATTRIB_TEX_COORD_EX(0x6f)
RSX: W {RSXThread} TODO: NV4097_SET_CONTEXT_DMA_REPORT: 0xfeed0001
RSX: E {RSXThread} TODO: unknown/illegal method [0x00001450](0x80004)
HLE: E {PPU[1] Thread (main_thread)[0x006ea3ec]} cellSpurs error: cellSpursGetInfo
HLE: W {PPU[1] Thread (main_thread)[0x006ea46c]} cellSpurs: cellSpursAddWorkload(spurs_addr=0x21604a00, wid_addr=0x1044f55c, pm_addr=0x100bd600, size=0x2b80, data=0x10c4f880, priorityTable_addr=0x1001a2a8, minContention=0x1, maxContention=0x5)
HLE: E {PPU[1] Thread (main_thread)[0x006ea3cc]} cellSpurs error: cellSpursRequestIdleSpu
HLE: E {PPU[1] Thread (main_thread)[0x006ea4ec]} cellSpurs error: cellSpursSetExceptionEventHandler
HLE: E {PPU[1] Thread (main_thread)[0x006ea3ec]} cellSpurs error: cellSpursGetInfo
HLE: W {PPU[1] Thread (main_thread)[0x006ea46c]} cellSpurs: cellSpursAddWorkload(spurs_addr=0x21604a00, wid_addr=0x1044f584, pm_addr=0x100bd600, size=0x2b80, data=0x10c63880, priorityTable_addr=0x1001a2a8, minContention=0x1, maxContention=0x5)
HLE: E {PPU[1] Thread (main_thread)[0x006ea3cc]} cellSpurs error: cellSpursRequestIdleSpu
HLE: E {PPU[1] Thread (main_thread)[0x006ea4ec]} cellSpurs error: cellSpursSetExceptionEventHandler
HLE: E {PPU[58] Thread (FpPadThread)[0x005016e0]} sys_event TODO: sys_event_queue_tryreceive(equeue_id=57, event_array_addr=0xd006fc88, size=8, number_addr=0xd006fc80)
HLE: E {PPU[58] Thread (FpPadThread)[0x005016e0]} sys_event TODO: sys_event_queue_tryreceive(equeue_id=57, event_array_addr=0xd006fc88, size=8, number_addr=0xd006fc80)
HLE: E {PPU[58] Thread (FpPadThread)[0x005016e0]} sys_event TODO: sys_event_queue_tryreceive(equeue_id=57, event_array_addr=0xd006fc88, size=8, number_addr=0xd006fc80)
